roll_no,county,lat2,long2
19310T,Donegal,54.5839,-8.11894
19313C,Donegal,54.9359,-7.84851
19333I,Donegal,54.8093,-7.84401
19343L,Donegal,55.0214,-8.30646
19359D,Donegal,55.0364,-7.38171
19411C,Donegal,54.9515,-7.71173
19491D,Donegal,55.0336,-7.6488
19518U,Donegal,54.933,-7.4619
19614Q,Donegal,55.2849,-7.16616
19633U,Donegal,54.9989,-7.53058
19685Q,Donegal,54.6363,-8.58962
19686S,Donegal,54.4757,-8.28092
19756N,Donegal,54.8285,-8.44433
19912B,Donegal,54.7947,-8.27821
19927O,Donegal,54.8025,-7.77509
19959E,Donegal,55.1404,-7.17641
19963S,Donegal,54.6546,-8.0996
19967D,Donegal,55.1331,-7.45663
19971R,Donegal,54.957,-7.74913
20054L,Donegal,55.1906,-7.03748
20096E,Donegal,54.6428,-8.09564
20097G,Donegal,55.1377,-7.45942
20144M,Donegal,55.1946,-7.02176
20150H,Donegal,54.4988,-8.19028
20167B,Donegal,54.5039,-8.18909
20235P,Donegal,54.952,-7.70935
20421M,Donegal,54.9489,-8.35622
00752A,Dublin,53.3512,-6.25505
01795A,Dublin,53.351,-6.25492
03917V,Dublin,53.3432,-6.22435
04992R,Dublin,53.3839,-6.27337
05933G,Dublin,53.3481,-6.27083
07546J,Dublin,53.3364,-6.31813
09750S,Dublin,53.3094,-6.28109
09932B,Dublin,53.3524,-6.27975
10653E,Dublin,53.35,-6.34376
11525A,Dublin,53.37,-6.25733
11578V,Dublin,53.3464,-6.25033
11776C,Dublin,53.3509,-6.2415
11894I,Dublin,53.328,-6.21121
12448N,Dublin,53.3579,-6.25793
12755W,Dublin,53.3183,-6.26266
13611D,Dublin,53.3354,-6.27538
13612F,Dublin,53.3104,-6.28717
13815T,Dublin,53.364,-6.22518
14463T,Dublin,53.3585,-6.2413
14556D,Dublin,53.3401,-6.26619
14717B,Dublin,53.3138,-6.27447
14917J,Dublin,53.3077,-6.27372
14980Q,Dublin,53.3724,-6.2665
15056L,Dublin,53.3572,-6.24568
15253N,Dublin,53.3431,-6.22468
15618E,Dublin,53.3206,-6.2472
15622S,Dublin,53.3483,-6.34241
15625B,Dublin,53.3329,-6.28226
15816I,Dublin,53.3568,-6.24589
15895H,Dublin,53.369,-6.24858
15995L,Dublin,53.3359,-6.21716
16177F,Dublin,53.3647,-6.2638
16567S,Dublin,53.3341,-6.23965
16577V,Dublin,53.3766,-6.27464
16651H,Dublin,53.3263,-6.27474
16659A,Dublin,53.3665,-6.26255
16695E,Dublin,53.3503,-6.2758
16753P,Dublin,53.3697,-6.22915
16754R,Dublin,53.3698,-6.22945
16759E,Dublin,53.3705,-6.23148
16786H,Dublin,53.3385,-6.27397
16792C,Dublin,53.3783,-6.20474
16860Q,Dublin,53.3746,-6.25651
16964F,Dublin,53.329,-6.29493
16966J,Dublin,53.3094,-6.2739
16988T,Dublin,53.3633,-6.28428
16989V,Dublin,53.3634,-6.2849
17083B,Dublin,53.3374,-6.32414
17104G,Dublin,53.4033,-6.20396
17110B,Dublin,53.3529,-6.24281
17148D,Dublin,53.3634,-6.19651
17210F,Dublin,53.3243,-6.26761
17211H,Dublin,53.3244,-6.26663
17214N,Dublin,53.3674,-6.27404
17279S,Dublin,53.334,-6.24004
17318C,Dublin,53.3846,-6.24514
17355I,Dublin,53.3299,-6.31748
17356K,Dublin,53.3303,-6.31594
17367P,Dublin,53.3714,-6.30769
17459U,Dublin,53.3634,-6.28561
17464N,Dublin,53.3689,-6.29659
17465P,Dublin,53.3698,-6.30681
17466R,Dublin,53.3701,-6.30621
17603B,Dublin,53.3298,-6.28637
17683C,Dublin,53.3299,-6.2955
17730I,Dublin,53.3652,-6.18848
17732M,Dublin,53.3737,-6.21391
17881G,Dublin,53.3582,-6.25023
17891J,Dublin,53.36,-6.3579
17893N,Dublin,53.3331,-6.26628
17912O,Dublin,53.3676,-6.31314
17936F,Dublin,53.3636,-6.19845
17976R,Dublin,53.3783,-6.17587
17977T,Dublin,53.3781,-6.17642
17978V,Dublin,53.3777,-6.17734
18137D,Dublin,53.3874,-6.30584
18170B,Dublin,53.3227,-6.33116
18171D,Dublin,53.323,-6.33134
18205R,Dublin,53.3881,-6.30255
18282M,Dublin,53.3371,-6.22019
18360G,Dublin,53.3841,-6.19521
18361I,Dublin,53.3848,-6.19717
18362K,Dublin,53.3849,-6.1967
18386B,Dublin,53.3258,-6.2923
18455R,Dublin,53.3233,-6.33183
18477E,Dublin,53.3412,-6.27254
18585H,Dublin,53.3462,-6.36022
18632N,Dublin,53.3681,-6.31347
18646B,Dublin,53.3821,-6.17857
18682F,Dublin,53.389,-6.29108
18683H,Dublin,53.3892,-6.29581
18726W,Dublin,53.3637,-6.23271
18817C,Dublin,53.3216,-6.25627
18843D,Dublin,53.3463,-6.36089
18910P,Dublin,53.3885,-6.26611
18911R,Dublin,53.3888,-6.26731
18968A,Dublin,53.3879,-6.17959
18969C,Dublin,53.3893,-6.17981
19006Q,Dublin,53.3632,-6.19617
19007S,Dublin,53.3634,-6.19844
19015R,Dublin,53.3958,-6.30836
19037E,Dublin,53.3891,-6.17962
19197D,Dublin,53.3949,-6.30892
19208F,Dublin,53.3957,-6.26894
19209H,Dublin,53.3954,-6.27014
19242F,Dublin,53.3885,-6.26564
19297H,Dublin,53.3949,-6.21899
19298J,Dublin,53.3946,-6.21903
19302U,Dublin,53.3955,-6.25949
19303W,Dublin,53.3955,-6.26007
19308J,Dublin,53.3746,-6.19444
19309L,Dublin,53.3819,-6.19545
19395H,Dublin,53.3732,-6.26225
19406J,Dublin,53.397,-6.15963
19430G,Dublin,53.3924,-6.26384
19431I,Dublin,53.4009,-6.26947
19454U,Dublin,53.4011,-6.19248
19471U,Dublin,53.3947,-6.18266
19473B,Dublin,53.3969,-6.16013
19480V,Dublin,53.3389,-6.27085
19489Q,Dublin,53.3804,-6.31115
19496N,Dublin,53.387,-6.22568
19524P,Dublin,53.4016,-6.19244
19538D,Dublin,53.3963,-6.15686
19546C,Dublin,53.3816,-6.29882
19583I,Dublin,53.4011,-6.27094
19589U,Dublin,53.3438,-6.31087
19611K,Dublin,53.3966,-6.15832
19618B,Dublin,53.395,-6.18278
19619D,Dublin,53.3822,-6.29885
19628E,Dublin,53.3874,-6.22344
19661C,Dublin,53.3427,-6.34635
19662E,Dublin,53.3431,-6.34712
19663G,Dublin,53.3429,-6.34677
19668Q,Dublin,53.4036,-6.20494
19669S,Dublin,53.3297,-6.31649
19727G,Dublin,53.3208,-6.23796
19764M,Dublin,53.3311,-6.33694
19774P,Dublin,53.3542,-6.22783
19777V,Dublin,53.3853,-6.15193
19831B,Dublin,53.3511,-6.25673
19837N,Dublin,53.3241,-6.32996
19845M,Dublin,53.3817,-6.26733
19889J,Dublin,53.3204,-6.30651
19896G,Dublin,53.336,-6.24486
19907I,Dublin,53.3171,-6.2844
19913D,Dublin,53.3979,-6.20225
19919P,Dublin,53.3856,-6.21627
19920A,Dublin,53.3894,-6.21635
19924I,Dublin,53.3171,-6.28479
19926M,Dublin,53.3534,-6.26113
19928Q,Dublin,53.3266,-6.25673
19929S,Dublin,53.386,-6.30917
19933J,Dublin,53.3342,-6.2784
19935N,Dublin,53.3868,-6.1561
19946S,Dublin,53.3542,-6.25156
19954R,Dublin,53.3851,-6.15159
19981U,Dublin,53.3639,-6.23732
20012S,Dublin,53.3309,-6.27898
20014W,Dublin,53.3191,-6.30631
20015B,Dublin,53.3978,-6.25488
20029M,Dublin,53.3863,-6.30836
20035H,Dublin,53.3536,-6.28971
20047O,Dublin,53.3645,-6.28849
20048Q,Dublin,53.3219,-6.25582
20052H,Dublin,53.3958,-6.22963
20059V,Dublin,53.3861,-6.2865
20064O,Dublin,53.3741,-6.21589
20091R,Dublin,53.3615,-6.2756
20092T,Dublin,53.3366,-6.37293
20103V,Dublin,53.3342,-6.23636
20104A,Dublin,53.3441,-6.2734
20131D,Dublin,53.3551,-6.28444
20139T,Dublin,53.3412,-6.31914
20152L,Dublin,53.3634,-6.30079
20168D,Dublin,53.3763,-6.26801
20220C,Dublin,53.3902,-6.31024
20228S,Dublin,53.353,-6.24271
20281W,Dublin,53.3882,-6.16332
20304I,Dublin,53.4084,-6.16434
20308Q,Dublin,53.4081,-6.16553
20338C,Dublin,53.3857,-6.24415
20391G,Dublin,53.3447,-6.35318
20397S,Dublin,53.348,-6.3586
20429F,Dublin,53.3405,-6.28924
20430N,Dublin,53.3316,-6.25654
20436C,Dublin,53.3585,-6.2631
20437E,Dublin,53.3965,-6.13231
02872U,Dublin,53.264,-6.22852
05600C,Dublin,53.292,-6.13709
06200O,Dublin,53.3087,-6.19796
10494K,Dublin,53.2891,-6.1799
11873A,Dublin,53.2359,-6.12673
14586M,Dublin,53.2969,-6.18208
14647G,Dublin,53.2813,-6.10204
15132B,Dublin,53.2782,-6.10271
15284B,Dublin,53.2885,-6.2373
16352U,Dublin,53.2686,-6.16828
16353W,Dublin,53.2689,-6.16839
16629O,Dublin,53.2425,-6.1992
16794G,Dublin,53.2851,-6.19573
16893I,Dublin,53.2883,-6.20615
17470I,Dublin,53.2816,-6.20399
17507F,Dublin,53.2221,-6.21636
17954H,Dublin,53.2909,-6.20429
17970F,Dublin,53.3051,-6.19942
17979A,Dublin,53.289,-6.21677
18451J,Dublin,53.2964,-6.16381
18647D,Dublin,53.2946,-6.20907
18806U,Dublin,53.2355,-6.19507
18886V,Dublin,53.278,-6.16092
19066L,Dublin,53.2801,-6.10039
19258U,Dublin,53.2799,-6.17398
19259W,Dublin,53.2794,-6.17451
19314E,Dublin,53.275,-6.25704
19319O,Dublin,53.2823,-6.22543
19320W,Dublin,53.2644,-6.13766
19321B,Dublin,53.2636,-6.138
19335M,Dublin,53.2923,-6.17048
19374W,Dublin,53.2997,-6.23482
19396J,Dublin,53.2748,-6.25702
19400U,Dublin,53.2692,-6.1148
19437U,Dublin,53.282,-6.26057
19438W,Dublin,53.2545,-6.13362
19497P,Dublin,53.236,-6.12092
19537B,Dublin,53.2807,-6.25536
19612M,Dublin,53.2745,-6.13204
19641T,Dublin,53.254,-6.13375
19716B,Dublin,53.2811,-6.25474
19723V,Dublin,53.2761,-6.22508
19840C,Dublin,53.2861,-6.15279
19888H,Dublin,53.234,-6.12801
19901T,Dublin,53.3003,-6.19003
19904C,Dublin,53.2883,-6.24041
19922E,Dublin,53.3014,-6.24896
19938T,Dublin,53.2864,-6.13902
19939V,Dublin,53.2934,-6.26852
19945Q,Dublin,53.2916,-6.27366
19949B,Dublin,53.3037,-6.23326
19960M,Dublin,53.2558,-6.1273
19979K,Dublin,53.2762,-6.13734
20020R,Dublin,53.2593,-6.21438
20056P,Dublin,53.2482,-6.12365
20060G,Dublin,53.2805,-6.14958
20141G,Dublin,53.2858,-6.12464
20190T,Dublin,53.2616,-6.19546
20218P,Dublin,53.2469,-6.12598
20400E,Dublin,53.2818,-6.2382
20401G,Dublin,53.2456,-6.1981
20425U,Dublin,53.245,-6.19825
00697S,Dublin,53.3749,-6.36123
01170G,Dublin,53.5787,-6.28467
09492W,Dublin,53.6151,-6.23121
09642P,Dublin,53.3911,-6.0993
10296G,Dublin,53.422,-6.13401
11583O,Dublin,53.4487,-6.15199
12358M,Dublin,53.4572,-6.22217
14180H,Dublin,53.5795,-6.10656
15315J,Dublin,53.6062,-6.20487
15569R,Dublin,53.5644,-6.14656
15650A,Dublin,53.5165,-6.18971
16267G,Dublin,53.4927,-6.13528
16332O,Dublin,53.5778,-6.10919
16333Q,Dublin,53.5778,-6.10843
16675V,Dublin,53.4145,-6.39138
16844S,Dublin,53.5462,-6.08918
16970A,Dublin,53.6156,-6.18945
16972E,Dublin,53.6097,-6.18752
17263D,Dublin,53.5243,-6.31754
17472M,Dublin,53.5505,-6.20659
17559B,Dublin,53.5626,-6.38412
17569E,Dublin,53.5894,-6.18489
17595F,Dublin,53.4634,-6.34376
17785K,Dublin,53.4206,-6.17507
17820J,Dublin,53.4909,-6.29847
17914S,Dublin,53.4462,-6.14978
17928G,Dublin,53.4493,-6.16243
17961E,Dublin,53.529,-6.16694
18038B,Dublin,53.43,-6.29954
18046A,Dublin,53.3841,-6.37236
18047C,Dublin,53.3843,-6.37306
18080A,Dublin,53.3842,-6.06794
18412W,Dublin,53.4925,-6.13462
18623M,Dublin,53.374,-6.36131
18778S,Dublin,53.3818,-6.40423
18976W,Dublin,53.4583,-6.2138
18977B,Dublin,53.4574,-6.21341
19001G,Dublin,53.5209,-6.26577
19393D,Dublin,53.3893,-6.14614
19435Q,Dublin,53.3831,-6.38229
19456B,Dublin,53.4589,-6.23548
19470S,Dublin,53.3824,-6.38229
19505L,Dublin,53.3871,-6.39686
19515O,Dublin,53.6033,-6.17305
19533Q,Dublin,53.3897,-6.14589
19535U,Dublin,53.4587,-6.23448
19545A,Dublin,53.3986,-6.37495
19549I,Dublin,53.3801,-6.09417
19578P,Dublin,53.4388,-6.13483
19601H,Dublin,53.3897,-6.40584
19605P,Dublin,53.3973,-6.40002
19624T,Dublin,53.5348,-6.09828
19625V,Dublin,53.5801,-6.11971
19627C,Dublin,53.4538,-6.16821
19636D,Dublin,53.3987,-6.37605
19643A,Dublin,53.3894,-6.40618
19644C,Dublin,53.3935,-6.41981
19660A,Dublin,53.5204,-6.10335
19693P,Dublin,53.4524,-6.29158
19694R,Dublin,53.3976,-6.399
19721R,Dublin,53.4519,-6.24108
19755L,Dublin,53.4023,-6.40911
19762I,Dublin,53.4397,-6.13515
19769W,Dublin,53.378,-6.37685
19850F,Dublin,53.4058,-6.39109
19877C,Dublin,53.4522,-6.24094
19898K,Dublin,53.4466,-6.19886
20095C,Dublin,53.4732,-6.24911
20098I,Dublin,53.3797,-6.36187
20130B,Dublin,53.3687,-6.38643
20137P,Dublin,53.4045,-6.42294
20145O,Dublin,53.4724,-6.24943
20161M,Dublin,53.4893,-6.14564
20176C,Dublin,53.5287,-6.15594
20186F,Dublin,53.3932,-6.44173
20201V,Dublin,53.4144,-6.38932
20202A,Dublin,53.6123,-6.20556
20231H,Dublin,53.3929,-6.43991
20241K,Dublin,53.3758,-6.40789
20247W,Dublin,53.3979,-6.43464
20252P,Dublin,53.6004,-6.17815
20269J,Dublin,53.6013,-6.17753
20282B,Dublin,53.6006,-6.1772
20302E,Dublin,53.4721,-6.23275
20307O,Dublin,53.5831,-6.13352
20309S,Dublin,53.4042,-6.42381
20334R,Dublin,53.532,-6.10515
20348F,Dublin,53.4443,-6.20821
20383H,Dublin,53.4047,-6.42627
20384J,Dublin,53.4143,-6.38824
20394M,Dublin,53.4144,-6.38875
00714P,Dublin,53.3593,-6.4427
00729F,Dublin,53.291,-6.27787
03359N,Dublin,53.2862,-6.29348
11638N,Dublin,53.2717,-6.28132
12014D,Dublin,53.36,-6.43863
13217W,Dublin,53.28,-6.47475
13447Q,Dublin,53.3587,-6.43903
14939T,Dublin,53.2932,-6.30247
16461C,Dublin,53.2989,-6.50124
16983J,Dublin,53.3249,-6.34484
17055T,Dublin,53.2785,-6.44317
17899C,Dublin,53.2849,-6.33634
17953F,Dublin,53.2685,-6.2985
17996A,Dublin,53.2452,-6.35666
18173H,Dublin,53.2348,-6.4514
18323A,Dublin,53.3522,-6.36807
18324C,Dublin,53.3519,-6.36868
18411U,Dublin,53.2901,-6.35635
18602E,Dublin,53.3177,-6.39344
18642Q,Dublin,53.3215,-6.39358
18655C,Dublin,53.3171,-6.39407
19114T,Dublin,53.2861,-6.29921
19158Q,Dublin,53.3048,-6.32744
19159S,Dublin,53.3084,-6.32831
19177U,Dublin,53.3025,-6.30449
19178W,Dublin,53.3024,-6.30377
19220S,Dublin,53.3171,-6.39127
19221U,Dublin,53.3169,-6.3913
19390U,Dublin,53.2868,-6.38635
19446V,Dublin,53.2946,-6.28293
19462T,Dublin,53.2776,-6.36164
19463V,Dublin,53.2777,-6.36201
19464A,Dublin,53.2855,-6.356
19465C,Dublin,53.3011,-6.35773
19466E,Dublin,53.3012,-6.35798
19472W,Dublin,53.2867,-6.38591
19474D,Dublin,53.2838,-6.31507
19490B,Dublin,53.2784,-6.28835
19494J,Dublin,53.2978,-6.31768
19502F,Dublin,53.2928,-6.34443
19503H,Dublin,53.2815,-6.46681
19509T,Dublin,53.3259,-6.41247
19510E,Dublin,53.3259,-6.41221
19541P,Dublin,53.2981,-6.38477
19542R,Dublin,53.3484,-6.44805
19543T,Dublin,53.2766,-6.38138
19556F,Dublin,53.3066,-6.36856
19565G,Dublin,53.2806,-6.33806
19566I,Dublin,53.3264,-6.40031
19569O,Dublin,53.3367,-6.39997
19574H,Dublin,53.2838,-6.27229
19575J,Dublin,53.3431,-6.3942
19576L,Dublin,53.2923,-6.345
19577N,Dublin,53.295,-6.33962
19582G,Dublin,53.2822,-6.39119
19613O,Dublin,53.2755,-6.39144
19617W,Dublin,53.2748,-6.37057
19623R,Dublin,53.3086,-6.32744
19642V,Dublin,53.3367,-6.40115
19646G,Dublin,53.2839,-6.34656
19647I,Dublin,53.3426,-6.39537
19652B,Dublin,53.2765,-6.38086
19658N,Dublin,53.2982,-6.31747
19676P,Dublin,53.3489,-6.44766
19702N,Dublin,53.2786,-6.40347
19707A,Dublin,53.323,-6.42535
19742C,Dublin,53.2844,-6.31569
19743E,Dublin,53.3494,-6.39694
19765O,Dublin,53.2786,-6.40229
19775R,Dublin,53.2756,-6.3909
19782O,Dublin,53.2869,-6.40336
19785U,Dublin,53.3502,-6.39638
19799I,Dublin,53.3143,-6.40122
19817H,Dublin,53.3507,-6.46626
19834H,Dublin,53.2861,-6.4037
19855P,Dublin,53.3234,-6.40139
19865S,Dublin,53.3403,-6.41483
19872P,Dublin,53.2759,-6.39225
19878E,Dublin,53.273,-6.34771
19893A,Dublin,53.306,-6.36941
19940G,Dublin,53.3504,-6.43454
19943M,Dublin,53.314,-6.32033
19950J,Dublin,53.2857,-6.35646
19991A,Dublin,53.3234,-6.39198
20043G,Dublin,53.2843,-6.3258
20066S,Dublin,53.351,-6.4245
20166W,Dublin,53.3411,-6.43284
20173T,Dublin,53.2904,-6.39105
20187H,Dublin,53.3396,-6.41582
20194E,Dublin,53.3361,-6.45993
20223I,Dublin,53.3479,-6.43579
20268H,Dublin,53.336,-6.45904
20274C,Dublin,53.3359,-6.45906
20303G,Dublin,53.3381,-6.43157
20398U,Dublin,53.2838,-6.43635
20402I,Dublin,53.2838,-6.43635
20411J,Dublin,53.2754,-6.36575
20412L,Dublin,53.2767,-6.33773
20426W,Dublin,53.3389,-6.41909
01013N,Galway,53.274,-9.06189
04515G,Galway,53.2755,-9.0532
13856K,Galway,53.2896,-9.08263
13914V,Galway,53.2809,-9.12877
16750J,Galway,53.2762,-9.05379
16937C,Galway,53.2688,-9.06572
16943U,Galway,53.2672,-9.05719
17782E,Galway,53.2733,-9.07085
17784I,Galway,53.272,-9.05478
17845C,Galway,53.2942,-8.97853
18634R,Galway,53.2626,-9.08062
18929N,Galway,53.2644,-9.08278
19225F,Galway,53.2815,-9.01264
19226H,Galway,53.2817,-9.01251
19241D,Galway,53.268,-9.07542
19371Q,Galway,53.2703,-9.06186
19401W,Galway,53.2764,-9.01701
19468I,Galway,53.2761,-9.01704
19795A,Galway,53.2895,-9.04317
19858V,Galway,53.2796,-9.02492
19994G,Galway,53.2647,-9.12502
20000L,Galway,53.2837,-9.07023
20108I,Galway,53.2688,-9.10151
20350P,Galway,53.2839,-8.98261
01000E,Galway,53.2783,-8.68106
01328P,Galway,53.2354,-8.27356
03607G,Galway,53.1597,-8.48504
04506F,Galway,53.264,-8.93065
05754G,Galway,53.2362,-8.74972
06044D,Galway,53.2008,-8.45588
06489S,Galway,53.5248,-8.93876
07455G,Galway,53.5215,-8.32635
07551C,Galway,53.1848,-8.90927
08379V,Galway,53.1122,-8.28677
08446K,Galway,53.3798,-9.15178
08512U,Galway,53.1651,-8.29176
08958O,Galway,53.4095,-8.81536
09069L,Galway,53.3762,-8.94176
09833W,Galway,53.5984,-9.91228
10095T,Galway,53.3613,-8.30909
10591I,Galway,53.3051,-9.77419
10675O,Galway,53.1985,-8.71025
10863P,Galway,53.4136,-8.34853
11261P,Galway,53.3047,-9.59417
11290W,Galway,53.3773,-9.54633
11373D,Galway,53.3475,-9.6189
11669B,Galway,53.6036,-10.0083
11675T,Galway,53.4095,-8.81538
12095G,Galway,53.5098,-10.0922
12106I,Galway,53.559,-9.44171
12138V,Galway,53.5657,-8.79189
12250P,Galway,53.5131,-8.84806
12339I,Galway,53.0867,-9.58813
12502Q,Galway,53.3925,-9.91648
12574S,Galway,53.0121,-8.8665
12606F,Galway,53.3966,-8.78891
12706J,Galway,53.2456,-9.38176
12782C,Galway,53.442,-9.04205
12946G,Galway,53.2735,-9.53991
12954F,Galway,53.3691,-8.88796
13208V,Galway,53.0648,-8.81783
13365O,Galway,53.2671,-8.9312
13415D,Galway,53.3068,-9.15245
13621G,Galway,53.5546,-9.94911
13665D,Galway,53.1037,-8.31691
13686L,Galway,53.5428,-9.28005
13699U,Galway,53.2888,-9.6575
13821O,Galway,53.5552,-10.108
13927H,Galway,53.6159,-10.2137
13951E,Galway,53.339,-9.5465
13952G,Galway,53.2939,-9.69132
14031N,Galway,53.3322,-8.78916
14273O,Galway,53.6271,-8.63114
14278B,Galway,53.4889,-9.08135
14294W,Galway,53.4657,-8.663
14377D,Galway,53.3309,-8.40256
14383V,Galway,53.5118,-8.38611
14394D,Galway,53.0687,-8.78211
14420B,Galway,53.5922,-9.97018
14421D,Galway,53.3266,-9.87422
14425L,Galway,53.0641,-8.61724
14448A,Galway,53.4454,-9.0947
14590D,Galway,53.3905,-9.24745
14642T,Galway,53.1688,-8.75707
14712O,Galway,53.5447,-9.36359
14724V,Galway,53.2396,-9.65271
15027E,Galway,53.3931,-8.28718
15071H,Galway,53.1635,-8.56292
15331H,Galway,53.3579,-9.2115
15475I,Galway,53.573,-8.977
15523Q,Galway,53.1391,-8.94157
15796F,Galway,53.4101,-8.91024
15835M,Galway,53.1945,-8.56057
15900U,Galway,53.3035,-8.3143
15958F,Galway,53.048,-8.39266
15997P,Galway,53.2012,-8.12878
16071M,Galway,53.3004,-8.74627
16091S,Galway,53.0626,-8.82436
16121B,Galway,53.3225,-8.60735
16293H,Galway,53.2294,-8.4522
16410I,Galway,53.4484,-8.8218
16464I,Galway,53.4321,-8.47416
16596C,Galway,53.1044,-8.39024
16762Q,Galway,53.197,-8.56387
16804G,Galway,53.3384,-8.94398
16857E,Galway,53.3671,-8.83446
16936A,Galway,53.3385,-8.875
16982H,Galway,53.3958,-8.33057
17007I,Galway,53.1413,-8.80443
17051L,Galway,53.2579,-8.80566
17071R,Galway,53.4614,-8.37219
17095I,Galway,53.4339,-8.44519
17118R,Galway,53.4598,-9.16385
17154V,Galway,53.2233,-8.38057
17170T,Galway,53.2391,-8.17259
17197Q,Galway,53.5311,-8.71321
17198S,Galway,53.3278,-8.20046
17207Q,Galway,53.4968,-9.02174
17221K,Galway,53.3013,-9.01834
17242S,Galway,53.0707,-8.46314
17273G,Galway,53.0988,-8.446
17280D,Galway,53.298,-8.74136
17282H,Galway,53.5121,-8.84652
17289V,Galway,53.0649,-9.51534
17331R,Galway,53.0994,-8.48199
17368R,Galway,53.6761,-8.57774
17444H,Galway,53.2295,-8.63781
17456O,Galway,53.1227,-9.66772
17463L,Galway,53.3854,-9.60763
17475S,Galway,53.011,-8.81196
17485V,Galway,53.386,-8.38636
17488E,Galway,53.4175,-10.1186
17490O,Galway,53.1385,-8.36604
17502S,Galway,53.1141,-8.74658
17506D,Galway,53.1472,-8.41588
17529P,Galway,53.2828,-8.58546
17539S,Galway,53.6688,-8.49925
17547R,Galway,53.0061,-8.36404
17574U,Galway,53.3267,-9.73376
17613E,Galway,53.3049,-8.31878
17631G,Galway,53.5464,-8.84922
17645R,Galway,53.1774,-8.83967
17647V,Galway,53.469,-9.10985
17648A,Galway,53.469,-9.11034
17655U,Galway,53.4129,-9.17684
17660N,Galway,53.4187,-9.80565
17668G,Galway,53.2486,-9.20496
17689O,Galway,53.2688,-9.66211
17759J,Galway,53.3011,-9.06819
17760R,Galway,53.6064,-8.69911
17764C,Galway,53.0515,-8.75224
17770U,Galway,53.3015,-9.84676
17771W,Galway,53.2918,-8.84397
17772B,Galway,53.1271,-8.90375
17789S,Galway,53.0964,-8.81605
17793J,Galway,53.442,-9.14455
17807R,Galway,53.4731,-8.77728
17863E,Galway,53.4066,-8.63444
17869Q,Galway,53.1661,-9.0172
17870B,Galway,53.2247,-8.07185
17877P,Galway,53.4208,-8.5686
17919F,Galway,53.2757,-8.24299
17934B,Galway,53.3009,-8.48811
17980I,Galway,53.6377,-8.54901
17998E,Galway,53.3352,-8.46957
18021H,Galway,53.4924,-8.9385
18042P,Galway,53.5139,-8.8491
18043R,Galway,53.151,-8.19007
18089S,Galway,53.2312,-8.94853
18097R,Galway,53.2745,-8.63664
18111I,Galway,53.5166,-8.4687
18112K,Galway,53.249,-8.55367
18113M,Galway,53.4535,-8.41816
18121L,Galway,53.3228,-9.81579
18125T,Galway,53.4675,-8.49194
18163E,Galway,53.3865,-9.06581
18222R,Galway,53.6337,-8.96936
18252D,Galway,53.4288,-9.42177
18268S,Galway,53.2206,-8.8071
18289D,Galway,53.4494,-8.98239
18309G,Galway,53.4838,-8.62809
18332B,Galway,53.4872,-8.56209
18441G,Galway,53.188,-8.24263
18460K,Galway,53.6026,-8.8854
18490T,Galway,53.5984,-9.69228
18514H,Galway,53.2371,-9.49206
18572V,Galway,53.6038,-8.55981
18581W,Galway,53.5119,-9.45609
18608Q,Galway,53.5443,-10.1406
18636V,Galway,53.5487,-8.89718
18686N,Galway,53.6374,-8.68172
18746F,Galway,53.3749,-8.70649
19275U,Galway,53.4821,-8.72507
19276W,Galway,53.4495,-8.87139
19283T,Galway,53.389,-8.48123
19290Q,Galway,53.4306,-10.0728
19357W,Galway,53.5105,-9.5651
19377F,Galway,53.0614,-8.86876
19380R,Galway,53.556,-8.56919
19388K,Galway,53.5625,-8.64708
19391W,Galway,53.6326,-8.82472
19449E,Galway,53.3428,-8.68303
19506N,Galway,53.2693,-8.4097
19529C,Galway,53.3394,-9.17529
19544V,Galway,53.1658,-8.67422
19744G,Galway,53.62,-8.73849
19770H,Galway,53.3715,-8.57038
19803T,Galway,53.2519,-9.14618
19818J,Galway,53.5919,-8.35908
19828M,Galway,53.3164,-8.90013
19841E,Galway,53.6533,-8.44211
19932H,Galway,53.2642,-9.59667
19965W,Galway,53.2257,-8.87779
19969H,Galway,53.3274,-8.23994
19973V,Galway,53.4906,-10.0175
19996K,Galway,53.095,-8.21962
19997M,Galway,53.397,-8.99357
19998O,Galway,53.268,-8.92284
20040A,Galway,53.607,-8.96355
20042E,Galway,53.3314,-8.22637
20061I,Galway,53.5158,-8.84867
20115F,Galway,53.2444,-9.30231
20123E,Galway,53.198,-8.58714
20199O,Galway,53.4297,-9.32581
20210W,Galway,53.1028,-9.6547
20211B,Galway,53.3474,-8.94264
20237T,Galway,53.3049,-8.75697
20264W,Galway,53.0623,-8.81177
20280U,Galway,53.4395,-8.72828
20326S,Galway,53.2084,-8.86718
20345W,Galway,53.2421,-9.73176
00538V,Kerry,52.1418,-10.2699
01396J,Kerry,51.8262,-9.52555
01583I,Kerry,52.0716,-9.83206
02418V,Kerry,52.1711,-9.54722
03132I,Kerry,52.4602,-9.71586
04062S,Kerry,52.448,-9.49552
